LOCCODE,TYPE,BOROUGH,NAME,NOTE,PHONE,ADDRESS,ZIP,DAY_LENGTH,PREK_SEATS,3K_SEATS,EL_SEATS,X,Y,EMAIL,WEBSITE,MEALS,INDOOR_OUTDOOR,SEMS_CODE,BUTTON_TYPE,START_TIME,EARLY_DROP,LATE_PICKUP,ENHANCED_LANG,FLEX_SCHED,SPED_FLG,INCOME_FLG,SPECIAL_PRIOR,DYNAMIC
02MBGQ,NYCEEC,M,CCLC at 4 NY Plaza,,212-513-7367,4 NY Plaza,10004,1,31,,,981192,195283,lpacheco@cclc.com,https://cclc.com/4nyplaza,7,6,02MBGQ,info,9:00:00 AM,1,1,0,0,0,0,,
02MBHH,NYCEEC,M,Center Annex (Tribeca Early Childhood Center),,212-925-5641,21 Saint John's Lane,10013,1,18,,,982687,202114,epereira@cpc-nyc.org,,5,9,02MBHH,info,,0,0,0,0,0,1,,
02MBHM,NYCEEC,M,Childcare Partners NY West,,212-797-1110,20 West Street,10004,1,37,,,979879,196574,manhattan@tlechildcare.com,https://manhattan.tlechildcare.com,5,9,02MBHM,info,8:00:00 AM,0,1,0,0,0,0,,
02MBIW,NYCEEC,M,Creative Steps Early Childhood Center,,212-982-2273,4 Washington Square Village,10012,1,20,,,985093,204263,jrittenburg@universitysettlement.org,https://universitysettlement.org/creativesteps,7,6,02MBIW,info,8:40:00 AM,1,1,0,0,0,0,,
02MBJS,NYCEEC,M,NY Preschool TriBeCa,,212-334-3301,88 Leonard Street,10013,1,18,,,982942,200504,Anissa.W@nykidsclub.com,https://nypre.com,7,3,02MBJS,info,8:45:00 AM,1,1,0,0,0,0,,
02MBJV,NYCEEC,M,Victoria Children's Center,,212-625-1828,323 Grand Street,10002,1,56,,,986841,200508,Admin@victoriachildrensgroup.com,https://victoriachildrensgroup.com,3,3,02MBJV,info,8:20:00 AM,1,1,202,0,0,0,,
02MBLL,NYCEEC,M,Manhattan Schoolhouse,,212-879-4409,1608 First Avenue,10028,1,36,,,997949,221731,info@manhattanschoolhouse.com,https://manhattanschoolhouse.com,7,9,02MBLL,info,8:30:00 AM,1,1,0,0,0,0,,
02MBMK,NYCEEC,M,Vanderbilt YMCA,,212-630-9645,224 East 47th Street,10017,1,18,,,992371,213647,jmata@ymcanyc.org,,5,9,02MBMK,info,,0,0,0,0,0,0,,
02Z015,PKC,M,District 2 Pre-K Center at 2-26 Washington Street,,212-422-6310,2-26 Washington Street,10004,1,108,,,979937,196397,Cgalante2@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District2PKC,2,9,02Z015,info,8:40:00 AM,0,0,0,0,0,0,,
02Z031,PKC,M,District 2 Pre-K Center at 425 East 35th Street,,212-422-6310,425 East 35th Street,10016,1,54,,,991927,210500,Cgalante2@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District2PKC,2,9,02Z031,info,8:10:00 AM,0,0,0,0,0,0,,
02Z033,PKC,M,District 2 Pre-K Center at 590 Sixth Avenue,,212-422-6310,590 Sixth Avenue,10011,1,54,,,985555,208518,Cgalante2@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District2PKC,2,9,02Z033,info,8:50:00 AM,0,0,0,0,0,0,,
02Z034,PKC,M,District 2 Pre-K Center at P.S. 343 The Peck Slip School,,212-422-6310,1 Peck Slip,10038,1,90,,,983653,197502,Cgalante2@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District2PKC,2,9,02Z034,info,8:40:00 AM,0,0,0,0,0,0,,
02Z065,PKC,M,District 2 Pre-K Center at 52 Chambers Street,,212-422-6310,52 Chambers Street,10007,1,72,,,982673,199218,Cgalante2@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District2PKC,2,9,02Z065,info,8:40:00 AM,0,0,0,0,0,0,,
02Z089,PKC,M,District 2 Pre-K Center at 10 Reade Street,,212-422-6310,10 Reade Street,10007,1,36,,,983256,199305,cgalante2@schools.nyg.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District2PKC,2,9,02Z089,info,8:40:00 AM,0,0,0,0,0,0,,
03M009,DOE,M,P.S. 9 Sarah Anderson,,212-678-2812,100 West 84th Street,10024,1,18,,,991527,225333,Ryoskowitz@schools.nyc.gov,http://schools.nyc.gov/schoolportals/03/m009,2,7,03M009,info,8:30:00 AM,0,0,0,0,0,0,,
03M076,DOE,M,P.S. 76 A. Philip Randolph,,212-678-2865,220 West 121st Street,10027,1,36,,,997726,233142,cdeberr@schools.nyc.gov,http://schools.nyc.gov/schoolportals/03/m076,3,3,03M076,info,8:20:00 AM,1,1,0,0,0,0,,
03M084,DOE,M,P.S. 84 Lillian Weber,,212-799-2534,32 West 92nd Street,10025,1,108,,,993059,226926,elolis@schools.nyc.gov,http://schools.nyc.gov/schoolportals/03/m084,2,3,03M084,info,8:20:00 AM,0,0,0,0,0,0,,
03M087,DOE,M,P.S. 87 William Sherman,,212-678-2826,160 West 78th Street,10024,1,18,,,990406,224094,sguirguis@ps87.info,https://ps87.info,2,7,03M087,info,8:20:00 AM,0,0,0,0,0,0,,
03M145,DOE,M,P.S. 145 The Bloomingdale School,,212-678-2857,150 West 105th Street,10025,1,90,,,993925,230396,nrusso10@schools.nyc.gov,http://schools.nyc.gov/schoolportals/03/m145,2,3,03M145,info,8:15:00 AM,0,0,0,0,0,0,,
03M149,DOE,M,P.S. 149 Sojourner Truth,,646-672-9020,41 West 117th Street,10026,1,36,,,998595,231664,CAguirr@schools.nyc.gov,http://schools.nyc.gov/schoolportals/03/m149,2,3,03M149,info,8:20:00 AM,0,0,0,0,0,0,,
03M163,DOE,M,P.S. 163 Alfred E. Smith,,212-678-2854,163 West 97th Street,10025,1,36,,,992914,228816,dlopez17@schools.nyc.gov,http://schools.nyc.gov/schoolportals/03/m163,2,3,03M163,info,8:20:00 AM,0,0,0,0,0,0,,
03M165,DOE,M,P.S. 165 Robert E. Simon,,212-678-2873,234 West 109th Street,10025,1,36,,,993633,231720,parentcoordinator@robertesimon.org,https://psms165.org,2,3,03M165,info,8:00:00 AM,0,0,0,0,0,0,,
03M180,DOE,M,P.S. 180 Hugo Newman,,212-678-2849,370 West 120th Street,10027,1,90,,,996478,233557,jparker4@schools.nyc.gov,https://hugonewmanprep.org,2,3,03M180,info,8:00:00 AM,0,1,0,0,0,0,,
03M185,DOE,M,P.S. 185 The Early Childhood Discovery and Design Magnet School,,212-534-7490,20 West 112th Street,10026,1,72,,,998288,230122,JMurphy32@schools.nyc.gov,http://schools.nyc.gov/schoolportals/03/m185,3,3,03M185,info,8:00:00 AM,0,0,0,0,0,0,,
03M191,DOE,M,P.S. 191 The Riverside School for Makers and Artists,,212-757-4343,300 West 61St Street,10023,1,72,,,987709,220465,LKevill@schools.nyc.gov,https://museummagnet.com,3,3,03M191,info,8:15:00 AM,0,0,0,0,0,0,,
03M242,DOE,M,P.S. 242 The Young Diplomats Magnet Academy,,212-678-2908,134 West 122nd Street,10027,1,18,,,998487,233036,dgomez5@schools.nyc.gov,http://schools.nyc.gov/schoolportals/03/m242,2,3,03M242,info,8:10:00 AM,1,1,0,0,0,0,,
03M452,DOE,M,P.S. 452,"<b>Note:</b> Students who qualify for FRL will be prioritized within their priority group, after all zoned students are admitted. ",212-259-6222,210 West 61st Street,10023,1,54,,,987712,220388,SLustig3@schools.nyc.gov,https://www.ps452.org,2,3,03M452,info,8:40:00 AM,0,1,0,0,0,0,,
03MAAY,NYCEEC,M,Ascension School,,212-222-5161,220 West 108th Street,10025,1,72,,,993688,231494,oortiz@ascensionschoolnyc.org,https://ascensionschoolnyc.org,5,9,03MAAY,info,8:10:00 AM,1,1,0,0,0,0,,
03MACU,NYCEEC,M,Corpus Christi,,212-662-9344,535 West 121st Street,10027,1,36,,,995106,234772,m004@adnyeducation.org,https://ccschoolnyc.org,3,4,03MACU,info,8:15:00 AM,1,1,0,0,0,0,,
03MAQH,NYCEEC,M,Goddard Riverside Preschool at W 83rd 2,,212-877-7780,128 West 83rd Street,10024,1,18,,20,991209,225238,mplace@goddard.org,https://goddard.org,3,7,03MAQH,info,,0,0,0,0,0,1,,
03MAQI,NYCEEC,M,Child Center of NY,,212-799-2440,169 West 87th Street,10024,1,25,,23,991571,226415,patriciamachado@childcenterny.org,https://childcenterny.org,3,6,03MAQI,info,8:15:00 AM,1,1,0,0,0,1,,
03MASJ,NYCEEC,M,Children's Aid Society Milbank Early Childhood Program,,212-996-1716,14-32 West 118th Street,10026,1,10,,8,999028,231563,lillianaj@childrensaidsociety.org,https://childrensaidsociety.org,3,3,03MASJ,info,7:55:00 AM,0,0,0,1,0,1,,
03MASP,NYCEEC,M,Goddard Riverside Head Start Center at West 95th Street 4,,212-531-2727,70 West 95th Street,10025,1,18,,17,993216,227730,pbibbo@goddard.org,https://goddard.org,2,7,03MASP,info,8:00:00 AM,0,0,0,0,0,1,,
03MAUZ,NYCEEC,M,Bloomingdale Family Program I,,212-663-4067,125 West 109th Street,10025,1,19,,10,994554,231443,jfvelilla@bloomingdalefamilyprogram.org,https://bloomingdalefamilyprogram.org,3,7,03MAUZ,info,8:15:00 AM,0,1,0,0,0,1,,
03MAVA,NYCEEC,M,Bloomingdale Family Program 2,,212-663-4070,171 West 107th Street,10025,1,18,,18,994059,231104,jfvelilla@msn.com,https://bloomingdalefamilyprogram.org,3,6,03MAVA,info,8:15:00 AM,0,0,0,0,0,1,,
03MAVB,NYCEEC,M,Bloomingdale Family Program III,,212-665-4631,987 Columbus Avenue,10025,1,49,,49,994915,231007,jfvelilla@bloomingdalefamilyprogram.org,https://bloomingdalefamilyprogram.org,3,7,03MAVB,info,8:15:00 AM,0,1,0,0,0,1,,
03MAVG,NYCEEC,M,Harlem Gems at P.S. 149,,212-876-0633,41 West 117th Street,10026,1,40,,,998665,231609,nmahmood@hcz.org,https://hcz.org,3,7,03MAVG,info,8:00:00 AM,0,0,0,0,0,0,,
03MAVK,NYCEEC,M,Children's Aid Society Frederick Douglass ECP,,212-865-6337,885 Columbus Avenue,10025,1,40,,42,994301,229836,jbae@childrensaidsociety.org,https://childrensaidsociety.org,3,4,03MAVK,info,8:00:00 AM,0,0,209,0,0,1,,
03MAVM,NYCEEC,M,Citizens Care DCC 1,,212-666-1683,131 Saint Nicholas Avenue,10026,1,18,,21,997234,232224,skyetroy@gmail.com,https://skyetroy@gmail.com,3,3,03MAVM,info,9:00:00 AM,0,1,205,0,0,1,,
03MAVN,NYCEEC,M,Open Door CCC,,212-749-5572,820 Columbus Avenue,10025,1,38,,46,993659,229287,opendoorccc@aol.com,https://opendoor.org,3,7,03MAVN,info,9:30:00 AM,1,1,209,0,0,1,,
03MAVO,NYCEEC,M,Harlem Children's Zone Head Start,,212-369-3577,60 West 117th Street,10026,1,30,,27,998571,231514,jcampbell@hcz.org,https://hcz.org,3,2,03MAVO,info,,0,0,205,0,0,1,,
03MAVQ,NYCEEC,M,Mabel Barrett Fitzgerald DCC,,212-712-9306,243 West 64th Street,10023,1,18,,20,987913,221443,rebekah.barr@lsncny.org,https://lsncny.org,3,7,03MAVQ,info,8:00:00 AM,1,1,0,0,0,1,,
03MAVR,NYCEEC,M,East Calvary DCC,,212-534-5249,1 West 112th Street,10026,1,33,,32,998516,230204,eastcalvarynursery@yahoo.com,https://eastcalvarydaycare.org,3,7,03MAVR,info,9:00:00 AM,0,0,0,0,0,1,,
03MAZN,NYCEEC,M,Goddard Riverside Day Care 1,,212-873-6865,114 West 91st Street,10025,1,18,,61,992338,227020,vmoreira@goddard.org,https://goddard.org,3,7,03MAZN,info,8:45:00 AM,0,0,0,0,0,1,,
03MBAG,NYCEEC,M,Milestones UWS,,929-461-7928,319 West 74th Street,10023,1,8,,,988525,224085,debbie@milestonesuws.com,https://milestonesuws.com,7,6,03MBAG,info,9:00:00 AM,0,0,0,0,0,0,,
03MBBG,NYCEEC,M,Community Life Center 2,,212-427-3000,15 Mt Morris Park West,10027,1,60,,69,999302,232580,barbara.sanchez243@gmail.com,,3,6,03MBBG,info,8:00:00 AM,0,0,0,0,0,1,,
03MBGS,NYCEEC,M,Hudson Guild,,212-760-9830,206 West 64th Street,10023,1,32,,,988190,221100,emendez@hudsonguild.org,,3,6,03MBGS,info,8:30:00 AM,0,0,0,0,0,0,,
03MBGT,NYCEEC,M,Finger Painted Hands,,212-595-5200,126 West 83rd Street,10024,1,18,,,991289,225207,fph@fingerpaintedhands.net,https://fingerpaintedhands.net,7,6,03MBGT,info,8:30:00 AM,0,0,0,0,0,0,,
03MBJU,NYCEEC,M,UCP of NYC Manhattan UPK,,347-853-9463,80 West End Avenue,10023,1,32,,,987605,221411,mgiordano@ucpnyc.org,https://ucpnyc.org,2,2,03MBJU,info,,0,0,0,0,1,0,,
03MBKK,NYCEEC,M,River Park Nursery School,,212-663-1205,711 Amsterdam Avenue,10025,1,18,,,992315,228138,riverparkns@verizon.net,https://riverparkns@verizon.net,7,9,03MBKK,info,8:40:00 AM,0,1,0,0,0,0,,
03MBKR,NYCEEC,M,Play Together NYC Preschool,,917-842-2779,270 West 84th Street,10024,1,16,,,990236,226090,nylakam@gmail.com,,5,9,03MBKR,info,8:30:00 AM,0,0,0,0,0,0,,
03MBMI,NYCEEC,M,All My Children Daycare UWS,,718-730-2370,101 West 85th Street,10024,1,36,,,991701,225636,dasbinah@yahoo.com,,5,9,03MBMI,info,,0,0,0,0,0,0,,
04M007,DOE,M,P.S. 7 Samuel Stern,<b>Note:</b> Apply to this 3-K for All program through the central application. ,212-860-5827,160 East 120th Street,10035,1,18,15,,1001046,231035,JPryceHarvey@schools.nyc.gov,http://schools.nyc.gov/schoolportals/04/m007,3,3,04M007,info,8:00:00 AM,0,0,0,0,0,0,,
04M037,DOE,M,River East Elementary,<b>Note:</b> Apply to this 3-K for All program through the central application. ,212-348-2208,508 East 120th Street,10035,1,18,15,,1003514,229670,mpanetta@schools.nyc.gov,https://http://www.rivereastelementary.org,2,7,04M037,info,8:20:00 AM,1,0,0,0,0,0,,
04M038,DOE,M,P.S. 38 Roberto Clemente,<b>Note:</b> Apply to this 3-K for All program through the central application. ,212-860-5882,232 East 103rd Street,10029,1,36,15,,999494,226582,lpatino3@schools.nyc.gov,https://www.ps38rclc.org,2,2,04M038,info,8:20:00 AM,0,0,0,0,0,0,,
04M057,DOE,M,James Weldon Johnson,<b>Note:</b> Apply to this 3-K for All program through the central application. ,212-876-5522,176 East 115th Street,10029,1,36,15,,1000443,229798,LHasty@schools.nyc.gov,http://schools.nyc.gov/schoolportals/04/m057,2,3,04M057,info,8:00:00 AM,0,0,0,0,0,0,,
04M072,DOE,M,The Lexington Academy,<b>Note:</b> Apply to this 3-K for All program through the central application. ,212-860-5831,131 East 104th Street,10029,1,36,15,,998767,227582,AHernan7@schools.nyc.gov,https://lexingtonacademy.info,3,1,04M072,info,8:10:00 AM,0,0,0,0,0,0,,
04M083,DOE,M,P.S. 83 Luis Munoz Rivera,<b>Note:</b> Apply to this 3-K for All program through the central application. ,212-860-5847,219 East 109th Street,10029,1,18,15,,1000188,228334,fcastil@schools.nyc.gov,http://schools.nyc.gov/schoolportals/04/m083,3,3,04M083,info,8:15:00 AM,0,0,0,0,0,0,,
04M096,DOE,M,P.S. 96 Joseph Lanzetta,<b>Note:</b> Apply to this 3-K for All program through the central application. ,212-860-5851,216 East 120th Street,10035,1,18,15,,1001519,230774,DPretto@schools.nyc.gov,http://schools.nyc.gov/schoolportals/04/m096,2,3,04M096,info,,0,0,0,0,0,0,,
04M102,DOE,M,P.S. 102 Jacques Cartier,<b>Note:</b> Apply to this 3-K for All program through the central application. ,212-860-5834,315 East 113th Street,10029,1,36,15,,1001261,228920,JMullan@schools.nyc.gov,https://ps102m.org,2,3,04M102,info,8:00:00 AM,0,0,0,0,0,0,,
04M108,DOE,M,P.S. 108 Assemblyman Angelo Del Toro Educational Complex,<b>Note:</b> Apply to this 3-K for All program through the central application. ,212-860-5803,1615 Madison Avenue,10029,1,18,45,,998589,228939,RGondim@schools.nyc.gov,http://schools.nyc.gov/schoolportals/04/m108,3,3,04M108,info,8:00:00 AM,0,0,0,0,0,0,,
04M112,DOE,M,P.S. 112 Jose Celso Barbosa,<b>Note:</b> Apply to this 3-K for All program through the central application. ,212-860-5868,535 East 119th Street,10035,1,36,15,,1003557,229497,ereiter@schools.nyc.gov,http://schools.nyc.gov/schoolportals/04/m112,2,7,04M112,info,8:15:00 AM,1,0,0,0,0,0,,
04M146,DOE,M,P.S. 146 Ann M. Short,<b>Note:</b> Apply to this 3-K for All program through the central application. ,212-860-5877,421 East 106th Street,10029,1,36,30,,1001170,226970,msilfen@ps146.org,https://ps146.org,2,3,04M146,info,8:00:00 AM,0,0,0,0,0,0,,
04M155,DOE,M,P.S. 155 William Paca,<b>Note:</b> Apply to this 3-K for All program through the central application. ,212-860-5885,319 East 117th Street,10035,1,18,15,,1001872,229830,FJoseph5@schools.nyc.gov,http://schools.nyc.gov/schoolportals/04/m155,3,3,04M155,info,8:00:00 AM,0,0,0,0,0,0,,
04M171,DOE,M,P.S. 171 Patrick Henry,<b>Note:</b> Apply to this 3-K for All program through the central application. ,212-860-5801,19 East 103rd Street,10029,1,54,15,,997631,227925,dpantel2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/04/m171,3,7,04M171,info,8:00:00 AM,1,1,0,0,0,0,,
04M375,DOE,M,Mosaic Preparatory Academy,<b>Note:</b> Apply to this 3-K for All program through the central application. ,212-722-3109,141 East 111th Street,10029,1,36,15,,999640,229213,lcaesar@schools.nyc.gov,http://schools.nyc.gov/schoolportals/04/m375,3,3,04M375,info,8:00:00 AM,1,0,0,0,0,0,,
04M497,DOE,M,Central Park East I,,212-860-5821,1573 Madison Avenue,10029,1,36,,,998390,228427,MGarg@schools.nyc.gov,http://schools.nyc.gov/schoolportals/04/m497,3,3,04M497,info,8:30:00 AM,1,0,0,0,0,0,,
04M964,DOE,M,Central Park East II,<b>Note:</b> Apply to this 3-K for All program through the central application. ,212-860-5992,19 East 103rd Street,10029,1,18,15,,997653,227966,NSmith3@schools.nyc.gov,http://schools.nyc.gov/schoolportals/04/m964,3,3,04M964,info,,0,0,0,0,0,0,,
04MAGN,NYCEEC,M,Saint Ann School,,212-722-1295,314 East 110th Street,10029,1,36,,,1000920,228073,hamueller@stannschoolnyc.org,https://stannschoolnyc.org,3,3,04MAGN,info,8:00:00 AM,1,1,0,0,0,0,,
04MAHP,NYCEEC,M,Saint Paul School,<b>Note:</b> Apply to this 3-K for All program through the central application.,212-534-0619,114 East 118th Street,10035,1,36,30,,1000441,230785,joseph.muscente@archny.org,https://stpaulschool.us,3,3,04MAHP,info,8:30:00 AM,1,1,0,0,0,0,,
04MAON,NYCEEC,M,Union Johnson Early Childhood Programs,<b>Note:</b> Contact this 3-K for All program directly to apply.,212-828-6070,1829 Lexington Avenue,10029,1,36,33,33,1000124,229505,dflaim@unionsettlement.org,https://unionsettlement.org,3,7,04MAON,info,8:00:00 AM,0,0,0,0,0,1,,
04MAPH,NYCEEC,M,East Harlem Block Nursery 1,<b>Note:</b> Contact this 3-K for All program directly to apply.,212-427-2571,215 East 106th Street,10029,1,20,21,21,999773,227649,cviruet@ehbn.org,https://EastHarlemBlockNursery.org,3,6,04MAPH,info,8:30:00 AM,1,0,0,0,0,1,,
04MAPW,NYCEEC,M,Leggett Memorial,<b>Note:</b> Contact this 3-K for All program directly to apply.,212-828-6051,237 East 104th Street,10029,1,36,41,41,999755,227071,mbarr@unionsettlement.org,https://unionsettlement.org,3,3,04MAPW,info,8:00:00 AM,0,0,0,1,0,1,,
04MAQT,NYCEEC,M,Union Carver Early Childhood Program,<b>Note:</b> Contact this 3-K for All program directly to apply.,212-828-6079,1565 Madison Avenue,10029,1,36,42,42,998272,228245,adonadelle@unionsettlement.org,https://unionsettlement.org,3,7,04MAQT,info,8:00:00 AM,0,0,0,0,0,1,,
04MASN,NYCEEC,M,Community Life Center 1,<b>Note:</b> Contact this 3-K for All program directly to apply.,212-427-6800,221 East 122nd Street,10035,1,72,88,88,1001880,231331,Sharayne.mcneill@clcheadstart.org,,3,6,04MASN,info,8:00:00 AM,0,0,0,0,0,1,,
04MASX,NYCEEC,M,Pequenos Souls Day Care Center,<b>Note:</b> Contact this 3-K for All program directly to apply.,212-427-7644,114 East 122nd Street,10035,1,31,29,29,1000957,231682,mrdejdesus@unionsettlement.org,https://unionsettlement.org,3,2,04MASX,info,8:05:00 AM,0,0,0,0,0,1,,
04MATB,NYCEEC,M,Children's Aid Society Taft Early Childhood Center,<b>Note:</b> Contact this 3-K for All program directly to apply.,212-831-0556,1724-26 Madison Avenue,10029,1,20,18,18,999123,230185,beverlyl@childrensaidsociety.org,https://childrensaidsociety.org,3,2,04MATB,info,8:00:00 AM,0,1,0,0,0,1,,
