loccode,x,y,prek_type,name,address,borough,zip,phone
QAGI,1037158,201181,NYCEEC,St. Nicolas Of Tolentine School,8022 Parsons Blvd,Q,11435,718-380-1900
QAGP,1010185,211092,NYCEEC,St. Sebastian School,39 - 76 58 St,Q,11377,718-928-5997
QAGR,1010927,202441,NYCEEC,St. Stanislaus Kostka School,6117 Grand Ave,Q,11378,718-326-1585
QAGU,1024009,191219,NYCEEC,St. Thomas The Apostle School,8749 87th St,Q,11421,718-847-3904
QAGW,1021854,207553,NYCEEC,Sesame Sprout,96 - 08 57 Ave,Q,11368,718-271-2294
QAHG,1053999,194633,NYCEEC,Stepping Stone Pre & Grade School,114 - 28 Francis Lewis Blvd,Q,11412,718-465-2344
QAHH,1033919,201620,NYCEEC,"Stepping Stone Day School, Inc.",7740 Vleigh Pl,Q,11367,718-591-9093
QAHI,1056691,198832,NYCEEC,Saints Joachim And Anne School,218 - 19 105 Ave,Q,11429,718-465-2230
QAIM,1034332,205260,NYCEEC,Yeshiva Of Central Queens,147 - 37 70 Rd,Q,11367,718-793-8500
QAIR,1030263,197144,NYCEEC,Yeshiva Tifereth Moshe Day Care,8306 Abingdon Rd,Q,11415,718-846-7300
QAJB,1015680,200155,NYCEEC,"Books And Rattles, Inc. Site 2",6308 69th Pl,Q,11379,718-381-7777
QAJR,1032345,217683,NYCEEC,YMCA Of Greater New York - Flushing,13846 Northern Blvd,Q,11354,718-551-9356
QAJX,1059754,206399,NYCEEC,YMCA Of Greater New York - Cross Island,238 - 10 Hillside Ave,Q,11426,718-551-9313
QAKA,1044022,207670,NYCEEC,Little Meadows ECC,67 - 25 188th St,Q,11365,718-454-6460
QAKH,1060902,216694,NYCEEC,Samuel Field YM & YWHA ( Little Neck ),5820 Little Nck Pkwy,Q,11362,718-225-6750
QAKM,1009812,214965,NYCEEC,Mi Nuevo Mundo ( 31 - 05 ),31 - 05 51 St,Q,11377,718-476-3128
QAKQ,1013141,207040,NYCEEC,Denizko DCC,51 - 07 69th St,Q,11377,718-426-0123
QAKT,1021520,212594,NYCEEC,Mi Nuevo Mundo,100 - 05 39th Ave,Q,11368,718-476-3128
QAKV,1033397,214282,NYCEEC,Honeypot Day Care,140 - 22 Beech Ave,Q,11355,718-539-2388
QAKW,1025352,182507,NYCEEC,Kwanis First Step,8212 151st Ave,Q,11414,718-848-0300
QAKY,1033587,214128,NYCEEC,Kissena Cherry Day Care,14026 Cherry Ave,Q,11355,917-952-6727
QAKZ,1059334,207936,NYCEEC,"Bright Beginnings In Queens Village, Inc.",8045 Winchester Blvd,Q,11427,718-264-3860
QALA,1031102,213556,NYCEEC,Rainbow Child Dev Center,13320 Avery Ave,Q,11355,718-321-1610
QALC,1034728,215538,NYCEEC,Little Sweet Angels Preschool,14627 Beech Avenue#1b,Q,11355,718-888-1819
QALD,1057488,219913,NYCEEC,Kiddie Academy Of Little Neck,25220 Northern Boulevard3rd Floor,Q,11362,718-229-2829
QALM,1043792,217155,NYCEEC,Professional Childcare Inc.,3803 Francis Lewis Blvd,Q,11358,718-229-5357
QALO,1039468,195353,NYCEEC,Imagine ELC,1 Jamaica Ctr Plz,Q,11432,718-557-5520
QALP,1046665,199698,NYCEEC,Early Sunrise Preschool,18708 Hillside Ave,Q,11432,718-736-9064
QALQ,1010414,217481,NYCEEC,Elber Islamic School,25 - 42 49th St,Q,11103,917-362-1130
QALW,1015239,207610,NYCEEC,Peek - A - Boo! Learning Center,75 - 02 51st Ave,Q,11373,718-899-1532
QAMB,1015411,213723,NYCEEC,Jackson Heights Learning Center Annex,7910 34 Ave Suite 1x,Q,11372,917-382-5150
QAMJ,1027563,186624,NYCEEC,Little Dolphin,10701 Crossbay Blvd,Q,11417,718-641-7754
QAMK,997043,210874,NYCEEC,Lolly's ECC,5 - 44 47 Ave,Q,11101,516-852-6339
QAMN,1030274,194385,NYCEEC,"Richmond Hill Day Care, Inc.",11524 Myrtle Ave,Q,11418,718-441-8191
QAMO,1012517,194119,NYCEEC,Greater Ridgewood,5903 Summerfield St,Q,11385,718-456-5437
QAMS,1006262,220364,NYCEEC,Kid Krazy,2519 27 St,Q,11102,718-204-0646
QAMT,1052560,157261,NYCEEC,Ralph Hirschkorn CCC,310 Bch 20th St,Q,11691,718-327-1141
QAMU,1048162,179040,NYCEEC,Saratoga Early Childhood Education Center,17515 Rockaway Blvd,Q,11434,718-244-0670
QAMV,1021867,216706,NYCEEC,SCO Family Of Services Jerome Hardeman Ece,29 - 49 Gillmore St,Q,11369,718-779-1660
QANH,1042850,184315,NYCEEC,Quick Start DCC Inc.,126 - 22 150th St,Q,11436,718-659-6928
QANJ,1037792,198993,NYCEEC,North Side School - Parsons ( Half - Day ),84 - 60 Parsons Blvd,Q,11432,718-229-5050
QANR,1023600,215376,NYCEEC,Malcolm X Day Care,11112 Northern Blvd,Q,11368,718-651-7880
QANS,1058114,201386,NYCEEC,"A To Z Center Too, Inc.",220 - 24 Jamaica Ave,Q,11428,718-740-8400
QANT,1010890,210856,NYCEEC,Child Center Of NY 1,6002 Roosevelt Ave,Q,11377,718-943-2800
QANU,1018566,206123,NYCEEC,Happy Dragon Of New York,8602 57th Ave,Q,11373,718-397-5733
QANV,1023141,207444,NYCEEC,Happy Dragon Of USA Inc.,9825 Horace Harding Expy,Q,11368,718-271-5637
QANZ,1040910,155872,NYCEEC,Battalion Christian Academy,454 Bch 67 St,Q,11692,718-634-7172
QAOC,1044395,188580,NYCEEC,Afro American Parents,117 - 02 Guy Brewer Blvd,Q,11434,347-676-5077
QAOO,1024841,206519,NYCEEC,Forest Park - Beth Jacob,10235 63rd Rd,Q,11375,718-896-4444
QAOQ,1052952,161672,NYCEEC,Rockaway CCC,1466 Bch Channel Dr,Q,11691,718-327-1384
QAOW,1041882,187064,NYCEEC,All My Children Day Care 6,11716 Sutphin Blvd,Q,11434,718-322-2030
QAPB,1043382,192083,NYCEEC,All My Children Day Care 4,11015 164th Pl,Q,11433,718-526-5911
QAPD,1019247,202210,NYCEEC,NY League Forest Hills West,6325 Dry Hbr Rd,Q,11379,718-639-9750
QAPK,1037526,192496,NYCEEC,Concerned Parents Of Jamaica ELC,143 - 04 101st Ave,Q,11435,718-658-4091
QAPL,1030936,197073,NYCEEC,Sholom Day Care 1,8204 Lefferts Blvd,Q,11418,718-850-2934
QAPM,1041433,195926,NYCEEC,Charles R Drew ELC 3,16515 Archer Ave,Q,11433,718-523-7600
QAPP,1050411,191374,NYCEEC,Be Above Site 16,189 - 26 Linden Blvd,Q,11412,718-978-0400
QAPS,1049800,184577,NYCEEC,Be Above 22 ( New World Education Center ),13737 Farmers Blvd,Q,11434,718-528-8751
QAPU,1056311,195743,NYCEEC,Xcel Tiny Tots Inc.,113 - 15 Springfield Blvd,Q,11429,718-740-2557
QAPW,1002192,214313,NYCEEC,Queensbridge ECDC,38 - 11 27th St,Q,11101,718-722-6026
QAQC,1028325,177403,NYCEEC,Howard Beach Judea Center,16205 90th St,Q,11414,718-848-1111
QARC,1043060,154568,NYCEEC,Lucille Rose DCC,148 Bch 59th St,Q,11692,718-634-0331
QARE,1009287,214406,NYCEEC,PAL Woodside Early Learn Center,5037 Broadway,Q,11377,718-278-3616
QARG,1043654,190194,NYCEEC,South Jamaica Center For Children And Parents Inc. Center 1,11402 Guy R Brewer Blvd,Q,11434,718-526-2500
QARK,1030561,195499,NYCEEC,Sholom Day Care 2,8437 118th St,Q,11418,718-850-2934
QARN,1023236,204754,NYCEEC,All My Children Day Care 8,97 - 30 Queens Blvd,Q,11374,718-786-1166
QARO,1042016,187099,NYCEEC,Committee For Early Childhood Development Head Start 2,11721 Sutphin Blvd,Q,11434,718-848-0276
QARP,1044519,189050,NYCEEC,Myrtle P Jarmon ECEC,11655 Guy R Brewer Blvd,Q,11434,718-528-0922
QARQ,1045461,203314,NYCEEC,All My Children,83 - 10 188 St,Q,11423,718-576-6812
QARX,1017123,194776,NYCEEC,Redeemer Lutheran School,6926 Cooper Ave,Q,11385,718-821-6670
QASB,1022636,212934,NYCEEC,Mi Nuevo Mundo,104 - 19 39th Ave,Q,11368,718-476-3128
QASC,1037102,221173,NYCEEC,St. Mel School,15424 26th Ave,Q,11354,718-539-8211
QASD,1047947,216381,NYCEEC,Immanuel Genius,"213 - 03 Northern Blvd, 3fl",Q,11361,718-819-0190
QASE,1036286,190784,NYCEEC,"Talented Little Children III / TLC Spirit, LLC",104 - 40 134th St,Q,11419,718-658-4384
QASF,1034924,199998,NYCEEC,Ira's Parkway Day Care,14120 Grand Central Pkwy,Q,11435,718-739-6500
QASG,1033674,204304,NYCEEC,Positive Beginnings II,71 - 25 Main St,Q,11367,718-261-0211
QASH,1041702,207852,NYCEEC,Jewish Institute Of Queens,64 - 41 Utopia Pkwy,Q,11365,718-480-0100
QASI,1046683,199706,NYCEEC,"Early Sunrise Preschool And Kindergarten, Inc.",187 - 10 Hillside Ave,Q,11432,718-736-9064
QASJ,1037801,198967,NYCEEC,Northside School,84 - 60 Parsons Blvd,Q,11432,718-298-6161
QASK,1001433,216147,NYCEEC,Jackson Children's Services,3602 14th St,Q,11106,718-779-8800
QASL,1039977,196237,NYCEEC,Bessie & Nora's Place,90 - 05 161st St,Q,11432,718-739-0884
QASM,1001907,220726,NYCEEC,Ces Childcare,2 - 08 Astoria Blvd,Q,11102,917-832-6506
QASN,1036465,153570,NYCEEC,Early Steps Family Center,216 Bch 87th St,Q,11693,718-888-2301
QASO,1023433,191028,NYCEEC,St. Luke's Evangelical Lutheran Church,87 - 34 85th St,Q,11421,718-296-6683
QASP,1017390,209062,NYCEEC,Qing Sheng Wang GFDC,83 - 32 Cornish Ave,Q,11373,718-651-3372
QASR,1020594,216770,NYCEEC,"A Child's Place Too, Inc.",100 - 10 Astoria Blvd,Q,11369,646-302-8379
QAST,1012501,208731,NYCEEC,"ABC Preschool & Kindergarten Center, Corp.",66 - 20 Laurel Hl Blvd,Q,11377,718-672-2424
QASU,1022787,214732,NYCEEC,Child Center Of NY 2,3410 108th St,Q,11368,347-287-0175
QASV,1015231,211446,NYCEEC,Bwy Preschool,7714 Roosevelt Ave,Q,11372,718-205-4855
QASW,1019464,212789,NYCEEC,"Children's Big Apple, Inc.",3703 94th St,Q,11372,718-565-5311
QASX,1019264,211355,NYCEEC,"Children's Big Apple, Inc.",4126 Case St,Q,11376,718-565-5311
QASY,1011175,198534,NYCEEC,Gryc Little Stars @ Notre Dame,6281 60th Pl,Q,11385,718-456-5437
QATA,1009900,196752,NYCEEC,Jc's Daywatch Pre - K,20 St Johns Rd,Q,11385,718-381-3777
QATB,1023253,208338,NYCEEC,Johnson's Academy LLC,9904 57th Ave,Q,11368,718-592-7289
QATC,1017265,210883,NYCEEC,"Little Friends School Elmhurst, Inc.",8503 Britton Ave,Q,11373,718-458-5415
QATD,1007014,210182,NYCEEC,Little Friends School Sunnyside,43 - 42 47 St,Q,11104,718-786-4644
QATE,1049436,187492,NYCEEC,Center Of Excellence Springfield Gardens Preschool,127 - 08 Merrick Blvd,Q,11434,718-276-8200
QATH,1014147,205387,NYCEEC,Maspeth Town Hall Preschool,5337 72nd St,Q,11378,718-335-6049
QATJ,1023293,209237,NYCEEC,Smiles GFDC Inc.,53 - 14 102 St,Q,11368,917-943-3501
QATK,1017379,209073,NYCEEC,Ping Sheng Ye Group Family Day Care,8332 Cornish Ave,Q,11373,917-853-4865
QATL,1014059,209714,NYCEEC,Rainbow Christian Preschool,7201 43rd Ave,Q,11377,718-335-3361
QATM,1016236,210336,NYCEEC,Star America Preschool,"80 - 07 Broadway, 2 / F",Q,11373,718-396-9739
QATO,1003018,210744,NYCEEC,Long Island City YMCA,3223 Queens Blvd,Q,11101,212-912-2576
QATQ,1030465,215487,NYCEEC,Better Community Life DCC 2,13316 Roosevelt Ave,Q,11354,718-463-0403
QATS,1021997,214102,NYCEEC,Therese Cervini ECDC Site I,3533 104th St,Q,11368,718-478-2169
QATT,1035902,217337,NYCEEC,Preschool R Us,150 - 15 41st Ave,Q,11354,718-888-1958
QATU,1032797,213598,NYCEEC,Evbo Inc. D / B / A Jack & Jill Nursery School,4323 Colden St,Q,11355,718-762-1218
QATV,1034317,214730,NYCEEC,Happy Dragon Children's Learning Center Site 2,14330 Cherry Ave,Q,11355,718-445-8382
QATX,1038625,212577,NYCEEC,Immanuel Creative,16315 Oak Ave,Q,11358,718-460-9991
QATY,1041195,215505,NYCEEC,International Nursery School,171 - 39 Northern Blvd,Q,11358,718-353-0932
QATZ,1034672,205384,NYCEEC,"Judi's Nursery, Inc.",15005 70th Rd,Q,11367,718-520-1324
QAUA,1030841,216418,NYCEEC,Kon Wah Day School,13527 38th Ave 2nd Floor,Q,11354,718-353-4388
QAUB,1036680,204574,NYCEEC,"New Milestone, Inc.",15813 72nd Ave,Q,11365,718-380-1978
QAUC,1036415,227204,NYCEEC,Pee Wee Folks,1245 Clintonville St,Q,11357,718-746-6107
QAUD,1036136,227743,NYCEEC,Precious Moments,1102 Clintonville St,Q,11357,718-767-6655
QAUE,1030800,219622,NYCEEC,"Ready, Set, Grow Child Center, LLC",13616 31st Rd,Q,11354,718-888-7871
QAUG,1033498,218874,NYCEEC,Sharon Nursery,14515 34th Ave,Q,11354,718-539-8467
QAUH,1035326,220479,NYCEEC,"Corner School, The",15003 Bayside Ave,Q,11354,718-445-2811
QAUJ,1030417,216965,NYCEEC,Martin L King Jr. Mem DCC,3606 Prince St,Q,11354,718-886-3165
QAUK,1045927,222814,NYCEEC,Chabad ELC,21212 26th Ave,Q,11360,718-279-1457
QAUL,1053391,219671,NYCEEC,Community Church Of Douglaston,3950 Douglaston Pkwy,Q,11363,718-767-1961
QAUM,1044604,211822,NYCEEC,Home Sweet Home Children's School,19617 53 Ave,Q,11365,718-357-9738
QAUN,1041220,206562,NYCEEC,Jack & Jill II,6805 Fresh Mdw Ln,Q,11365,718-939-8687
QAUO,1047310,218308,NYCEEC,Noah's Ark Progressive Learning Center,3820 Bell Blvd,Q,11361,718-279-4251
QAUQ,1027207,223592,NYCEEC,YAI / NYL Clearview School Annex,12307 22 Ave,Q,11356,718-352-0104
QAUS,1047142,219122,NYCEEC,"Lutheran Schools Of Flushing And Bayside, The",3601 Bell Blvd,Q,11361,718-225-5502
QAUT,1039699,205916,NYCEEC,All My Children Day Care 2,16907 Jewel Ave,Q,11365,718-454-5600
QAUW,1041245,184720,NYCEEC,Alpha Kappa Alpha Epsilon Pi Omega DCC,14406 Rockaway Blvd,Q,11420,718-322-6242
QAVB,1031332,189727,NYCEEC,"Bev's Kiddie Daycare, Inc.",10145 113th St,Q,11419,718-850-3083
QAVC,1046424,156441,NYCEEC,Blanche Community Progress Dcc#2,4402 Bch Channel Dr,Q,11691,718-471-7881
QAVD,1047279,156339,NYCEEC,Community And Family Head Start,4105 Bch Channel Dr,Q,11691,718-471-7970
QAVE,1032071,192519,NYCEEC,De Anna Learning Center,9140 120th St,Q,11418,718-847-1310
QAVF,1031686,190450,NYCEEC,Cuomo First Step,11515 101st Ave,Q,11419,718-441-5333
QAVG,1032285,190674,NYCEEC,Russo First Step,11801 101st Ave,Q,11419,718-805-7117
QAVH,1037479,153642,NYCEEC,Hammel CCC,82 - 10 Rockaway Bch Blvd,Q,11693,718-474-3162
QAVI,1008019,143772,NYCEEC,Little Tots Red Wagon,20428 Rockaway Pt Blvd,Q,11697,718-945-1484
QAVJ,1047995,178209,NYCEEC,Jfkidsport,Jfk Airport Building 350,Q,11430,718-553-5437
QAVO,1040835,185019,NYCEEC,Omega Psi Phi Fraternity,12310 143rd St,Q,11436,718-322-9671
QAVP,1052893,156945,NYCEEC,On Our Way Learning Center,264 Bch 19 St,Q,11691,718-868-2961
QAVS,1029911,193883,NYCEEC,St. John's Lutheran Church,8620 114th St,Q,11418,718-441-3611
QAVU,1049845,190120,NYCEEC,"St. Albans Montessori DCC, Inc.",118 - 49 Montauk St,Q,11412,718-341-5945
QAVV,1023528,187386,NYCEEC,Up The Ladder,8011 101st Ave,Q,11416,718-843-4913
QAVW,1021796,148140,NYCEEC,West End Temple Nursery School,14702 Newport Ave,Q,11694,718-318-0030
QAVY,1029688,189977,NYCEEC,Nayda Day Care,9734 108th St,Q,11419,718-805-8893
QAVZ,1029694,189963,NYCEEC,Nayda Day Care II,9736 108th St,Q,11419,718-805-8893
QAWA,1032308,194686,NYCEEC,A To Z Learning Center,123 - 21 Jamaica Ave,Q,11418,718-805-4400
QAWC,1044665,188289,NYCEEC,Paccor Kids,11817 Guy R Brewer Blvd,Q,11434,718-525-9620
QAWE,1035784,197542,NYCEEC,Ira's Parkway Daycare & Preschool Inc.,139 - 76 85 Dr,Q,11435,917-807-2683
QAWG,1039416,198013,NYCEEC,Bright Beginnings Pre - School,8625 162nd St,Q,11432,718-297-6767
QAWH,1026604,204822,NYCEEC,Central Queens YM & YWHA,67 - 09 108th St,Q,11375,718-268-5011
QAWK,1029567,197371,NYCEEC,Sholom Sholom Inc.,11666 Park Ln South,Q,11415,718-850-2934
QAWM,1021810,204581,NYCEEC,Rego Park Day School,6344 Wetherole St,Q,11374,718-897-0693
QAWO,1023153,206307,NYCEEC,ICCD,98 - 02 62nd Dr,Q,11374,718-263-1587
QAWQ,1026956,204028,NYCEEC,Forest Hills CCC,108 - 05 68th Rd,Q,11375,718-263-5730
QAWS,1035688,190884,NYCEEC,It's My Turn,131 - 15 Liberty Ave,Q,11419,347-385-0824
QAWT,1041167,189650,NYCEEC,Afro - American Parents Educational Center Site 2,11206 Sutphin Blvd,Q,11435,718-322-9080
QAWU,1037203,194623,NYCEEC,"Sunshine School, LLC",9110 146th St,Q,11435,718-468-9000
QAWW,1037832,197999,NYCEEC,"Pickwick School, Inc.",15115 85th Dr,Q,11432,718-526-1340
QAWX,1038730,201187,NYCEEC,Apple Tree Nursery School,8225 164th St,Q,11432,718-374-0002
QAWY,1045800,186939,NYCEEC,CSC Montessori Center,165 - 27 Baisley Blvd,Q,11434,728-276-9538
QAWZ,1027345,203477,NYCEEC,All My Children Day Care ( 69th Ave ),10822 69th Ave,Q,11375,718-658-1563
QAXA,1039803,196665,NYCEEC,Colin Newll ECDC,161 - 06 89 Ave,Q,11432,718-722-6236
QAXC,1042639,200485,NYCEEC,All My Children Day Care ( Mayfield ),17544 Mayfield Rd,Q,11432,718-658-1563
QAXD,1052014,196609,NYCEEC,"Blanche Community Progress DCC, Inc.",10960 202nd St,Q,11412,718-479-1800
QAXF,1048844,199116,NYCEEC,Committee For Early Childhood Development,193 - 04 Jamaica Ave,Q,11423,718-464-2422
QAXI,1048668,182065,NYCEEC,Queens ECC,14502 Farmers Blvd,Q,11434,212-616-1851
QAXK,1038694,201346,NYCEEC,Kids Circle Daycare,164 - 04 Goethals Ave,Q,11432,718-380-1280
QAXL,1053224,183130,NYCEEC,Laurelton Day Care,14119 224th St,Q,11413,718-712-1860
QAXN,1051671,192003,NYCEEC,Montessori Progressive,19503 Linden Blvd,Q,11412,718-723-3967
QAXQ,1043333,197890,NYCEEC,Our Saviour Lutheran,90 - 04 175 Th St,Q,11432,718-739-7452
QAXV,1055738,202583,NYCEEC,Redeemer Lutheran Church And Nursery School,9210 217th St,Q,11428,718-465-3252
QAYB,1053511,197278,NYCEEC,Charles R Drew ELC 1,10945 207th St,Q,11429,718-740-2400
QAYD,1040547,195093,NYCEEC,"South Jamaica Center For Children And Parents, Inc.",94 - 43 160th St,Q,11433,718-523-6455
QAYE,1049910,190389,NYCEEC,Quick Start DCC,118 - 46 Riverton St,Q,11412,718-978-0800
QAYG,1005693,217526,NYCEEC,All Children's Child Care ( 31st Ave ),32 - 04 31st Ave ( Cellar ),Q,11106,718-777-2011
QAYH,1002858,216153,NYCEEC,All Children's Child Care ( 24th St. ),3501 24th St,Q,11106,718-707-0501
QAYI,1009936,216204,NYCEEC,Brite Adventure Center ( 30th St. ),4922 30th Ave,Q,11377,718-777-6664
QAYJ,1010067,210253,NYCEEC,Brite Adventure Center ( 58th St. ),4131 58th St,Q,11377,718-274-4769
QAYK,1011041,213285,NYCEEC,Christ Evangelical Lutheran Church,3357 58th St,Q,11377,718-205-1425
QAYL,1016029,213057,NYCEEC,82nd Street Academics,8110 35th Ave,Q,11372,718-457-0429
QAYN,1017376,215709,NYCEEC,Jackson Children's Services,3136 88th St,Q,11369,718-779-8800
QAYP,1008100,224198,NYCEEC,Kid Krazy @ 21st Avenue,2125 21 Ave,Q,11105,718-545-5728
QAYT,1003153,217260,NYCEEC,Queensview Nursery School & Kindergarten,2136 33rd Rd,Q,11106,718-728-4164
QAYU,1009194,211347,NYCEEC,Rainbowland Nursery School,3960 54th St,Q,11377,718-899-7590
QAYV,1014792,214233,NYCEEC,Rainbowland Nursery School,3311 77th St,Q,11372,718-803-1728
QAYW,1011680,220497,NYCEEC,St. Francis Of Assisi School,2118 46th St,Q,11105,718-726-9405
QAYX,1008746,217246,NYCEEC,St. Joseph School,28 - 46 44th St,Q,11103,718-728-0724
QAYZ,1017149,216191,NYCEEC,Atonement Pre - School,3061 87 St,Q,11369,718-639-6074
QAZC,999430,214286,NYCEEC,PAL Western Queens,1026 41st Ave,Q,11101,718-784-2092
QAZD,1003385,221166,NYCEEC,St. Margaret Mary ECDC,9 - 06 27 Ave,Q,11102,718-722-6236
QAZI,1039724,154631,NYCEEC,Sheldon R Weaver CCC,72 - 05 Bch Channel Dr,Q,11692,718-327-4078
QAZV,1032033,216864,NYCEEC,Macedonia CDC,3722 Un St,Q,11354,718-939-6060
QAZW,1002286,210576,NYCEEC,La Guardia Community College Pre - School,3110 Thomson Ave,Q,11101,718-482-5295
QBAA,1042858,218059,NYCEEC,"Sunshine Daycare Center, Inc.","34 - 57a Francis Lewis Blvd, #2a",Q,11358,718-353-1800
QBAB,1057456,182294,NYCEEC,"Mona Prep Day Care, Inc.",24115 North Conduit Ave,Q,11422,718-525-8555
QBAC,1059516,191077,NYCEEC,Cambria Center For The Gifted Child,233 - 10 Linden Blvd,Q,11411,718-341-1991
QBAF,1045832,223897,NYCEEC,Samuel Field YM & YWHA ( Bayside ),212 - 00 23rd Ave,Q,11360,718-423-6111
QBAJ,1040140,218148,NYCEEC,Community Nursery School Coth,167 - 07 35th Ave,Q,11358,718-539-0732
QBBC,1041051,224549,NYCEEC,Irene Kouba,1650 Utopia Pkwy,Q,11357,718-229-5050
QBBE,1057476,183228,NYCEEC,Our Kids Place Country Day,137 - 25 Brookville Blvd,Q,11422,718-276-3722
QBBF,1056050,218111,NYCEEC,Divine Wisdom Catholic Academy Douglaston,45 - 11 245th St,Q,11363,718-631-3153
QBBG,1042288,219298,NYCEEC,Han - I Preschool,19818 32nd Rd - 1st Floor,Q,11358,718-358-3377
QBBH,1031169,213849,NYCEEC,"New Milestone, Inc.",13254 Pople Ave,Q,11355,718-539-2068
QBBL,1012431,211196,NYCEEC,"ABC Kiddieland, Inc.",6521a Roosevelt Ave,Q,11377,718-651-3551
QBBM,1010059,220976,NYCEEC,Mushroom House Day Care LLC,38 - 00 Ditmars Blvd,Q,11105,917-500-5022
QBBN,1013148,199305,NYCEEC,Noah's Ark Progressive Learning Center,6248 Mt Olivet Cres,Q,11379,347-335-0044
QBBP,1055977,185904,NYCEEC,The Laugh And Learn Place,228 - 23 Merrick Blvd,Q,11413,718-525-6194
QBBQ,1032104,215791,NYCEEC,Most Holy Redeemer Catholic Academy,136 - 58 41st Ave,Q,11355,718-961-0246
QBBR,1050263,219672,NYCEEC,ICCD,35 - 55 223rd St,Q,11361,718-428-5370
QBBU,1056269,196216,NYCEEC,"Nurturing Center, Inc., The",112 - 18 Springfield Blvd,Q,11429,718-527-5932
QBCC,1047824,185923,NYCEEC,"Rochdale Village Nursery School, Inc.",17030 130th Ave,Q,11434,718-723-2224
QBCD,1022657,212941,NYCEEC,Mi Nuevo Mundo,10421 39th Ave,Q,11368,718-476-3128
QBCQ,1049352,201227,NYCEEC,Haup UPK Program,197 - 25 Hillside Ave,Q,11423,718-527-3776
QBCS,1023224,210957,NYCEEC,"Funday Daycare Center, Inc.",47 - 05 104th St,Q,11368,718-460-8552
QBCT,1036786,229053,NYCEEC,Kiddie Academy Of Whitestone,7 - 05 152nd St,Q,11357,718-747-5555
QBCW,1035674,190876,NYCEEC,It's My Turn,131 - 13 Liberty Ave,Q,11419,718-845-4973
QBDA,1039492,197912,NYCEEC,Highland Academics,162 - 10 Highland Ave,Q,11432,718-457-0429
QBDB,1019540,206629,NYCEEC,"Queens Pointe Talent, Inc.",90 - 02 Queens Blvd,Q,11373,917-913-1787
QBDC,1020006,214786,NYCEEC,SCO Corona Early Childhood Education Center,33 - 27 97th St,Q,11368,718-779-1660
QBDD,1005480,218188,NYCEEC,Hellenic Orthodox Community Of Astoria St. Demetrios,30 - 11 30 Dr,Q,11102,718-728-1754
QBDI,1039753,154669,NYCEEC,"Bethel Mission Station Church, Inc.",72 - 05 Bch Channel Dr,Q,11692,718-474-8618
QBDO,1054853,158335,NYCEEC,Bnos Bais Yaakov Of Far Rockaway,613 Bch 9 St,Q,11691,718-337-6000
QBEC,1017677,205408,NYCEEC,Emilia's Kids,8403 57 Ave,Q,11373,718-899-9060
QBEF,1016300,202133,NYCEEC,"Learning Tree, The",7415 Juniper Blvd North Room 2,Q,11379,718-899-2020
QBEG,1019684,207726,NYCEEC,Magic Years Preschool And Nursery,"90 - 20 55th Ave, 1 / F",Q,11373,718-271-1850
QBEH,1021497,212583,NYCEEC,Mi Nuevo Mundo Corp.,10003 39th Ave,Q,11368,718-476-3128
QBEJ,1032025,214252,NYCEEC,Queens Herald Community Corp.,"42 - 35 Main St, 2nd Floor",Q,11355,646-535-7245
QBEK,1013635,195824,NYCEEC,YMCA Of Greater NY - Ridgewood Y,6902 64th St,Q,11385,212-912-2185
QBEO,1060350,218772,NYCEEC,ABC ELC,54 - 25 Little Nck Pkwy,Q,11362,718-225-8044
QBEQ,1051240,208998,NYCEEC,Appletree DCC,7320 Bell Blvd,Q,11364,718-264-1588
QBGC,1020769,215986,NYCEEC,Sunflower Kidz Day Care,10017 32nd Ave,Q,11369,347-709-7793
QBGD,1041495,192554,NYCEEC,Afro - American #4,10817 159th St,Q,11433,347-676-5077
QBGH,1035290,198279,NYCEEC,Renanim Day Care,14129 84th Dr,Q,11435,718-206-4400
QBGI,1039421,202706,NYCEEC,Tiny Footsteps,167 - 01 Un Tpke,Q,11366,718-969-5500
QBGJ,1049009,199312,NYCEEC,Committee For Early Childhood Development DCC,193 - 25 Jamaica Ave,Q,11423,718-264-6572
QBGK,1043827,216250,NYCEEC,Kon Gen International Preschool,196 - 25 42nd Ave,Q,11358,718-281-2338
QBGL,1018284,207840,NYCEEC,"Star Paradise, Inc.",8655 Broadway 2nd Floor,Q,11373,718-255-1899
QBGM,1053266,156934,NYCEEC,Yeshiva Darchei Torah,257 Bch 17 St,Q,11691,718-868-2300
QBGO,1004833,210719,NYCEEC,Sunnyside Community Services,43 - 31 39th St Sunnyside,Q,11104,718-684-6173
QBGP,1019778,211459,NYCEEC,Moving Up Children Center,4069 94 St,Q,11373,718-271-5637
QBGR,1009845,215010,NYCEEC,Mi Nuevo Mundo,5102 31st Ave,Q,11377,718-476-3128
QBGS,1051811,211680,NYCEEC,Ivy League Early Learning Academy,6158 Springfield Blvd,Q,11364,718-352-8972
QBGU,1017631,198864,NYCEEC,Positive Beginnings Preschool,72 - 52 Metropolitan Ave,Q,11379,718-326-0055
QBGV,1046551,207200,NYCEEC,Apple Tree DCC ( 197th St. ),7312 197 St,Q,11366,718-217-6666
QBGW,1002318,216340,NYCEEC,Catholic Charities At Ravenswood ( Andrew Landi ),2120 35th Ave,Q,11106,718-806-1598
QBHB,1038310,202825,NYCEEC,Rainbow Child Dev Center II,77 - 40 164 St,Q,11366,718-969-1900
